1	-9.127178e-001	6.661016e-001	-3.031961e-001	-1.126484e-001	5.088331e-001	0	-4.085906e-001	7.458610e-001	-9.529282e-001	9.936349e-001	-8.608652e-001	-60	99	99	1
1	-9.085761e-001	6.510147e-001	-2.744045e-001	-1.523917e-001	5.513271e-001	0	-4.177195e-001	7.590651e-001	-9.616144e-001	9.883202e-001	-8.342891e-001	-5.963636e+001	99	99	1
1	-9.042964e-001	6.354975e-001	-2.450472e-001	-1.923187e-001	5.928760e-001	0	-4.269051e-001	7.721029e-001	-9.695112e-001	9.813325e-001	-8.052938e-001	-5.927273e+001	99	99	1
1	-8.998765e-001	6.195485e-001	-2.151447e-001	-2.323529e-001	6.333240e-001	0	-4.361449e-001	7.849584e-001	-9.765822e-001	9.726315e-001	-7.738868e-001	-5.890909e+001	99	99	1
1	-8.953138e-001	6.031666e-001	-1.847195e-001	-2.724144e-001	6.725123e-001	0	-4.454359e-001	7.976152e-001	-9.827913e-001	9.621800e-001	-7.400860e-001	-5.854545e+001	99	99	1
1	-8.906062e-001	5.863514e-001	-1.537962e-001	-3.124191e-001	7.102796e-001	0	-4.547753e-001	8.100568e-001	-9.881026e-001	9.499444e-001	-7.039197e-001	-5.818182e+001	99	99	1
1	-8.857512e-001	5.691027e-001	-1.224012e-001	-3.522797e-001	7.464626e-001	0	-4.641602e-001	8.222664e-001	-9.924807e-001	9.358948e-001	-6.654274e-001	-5.781818e+001	99	99	1
1	-8.807467e-001	5.514212e-001	-9.056330e-002	-3.919053e-001	7.808970e-001	0	-4.735877e-001	8.342270e-001	-9.958907e-001	9.200056e-001	-6.246598e-001	-5.745455e+001	99	99	1
1	-8.755902e-001	5.333080e-001	-5.831301e-002	-4.312016e-001	8.134181e-001	0	-4.830546e-001	8.459212e-001	-9.982983e-001	9.022556e-001	-5.816795e-001	-5.709091e+001	99	99	1
1	-8.702797e-001	5.147646e-001	-2.568308e-002	-4.700714e-001	8.438614e-001	0	-4.925579e-001	8.573315e-001	-9.996701e-001	8.826284e-001	-5.365612e-001	-5.672727e+001	99	99	1
1	-8.648129e-001	4.957935e-001	7.291666e-003	-5.084144e-001	8.720639e-001	0	-5.020942e-001	8.684404e-001	-9.999734e-001	8.611125e-001	-4.893921e-001	-5.636364e+001	99	99	1
1	-8.591877e-001	4.763975e-001	4.057434e-002	-5.461277e-001	8.978645e-001	0	-5.116605e-001	8.792300e-001	-9.991765e-001	8.377019e-001	-4.402718e-001	-56	99	99	1
1	-8.534021e-001	4.565801e-001	7.412594e-002	-5.831060e-001	9.211055e-001	0	-5.212532e-001	8.896823e-001	-9.972489e-001	8.123961e-001	-3.893130e-001	-5.563636e+001	99	99	1
1	-8.474538e-001	4.363455e-001	1.079054e-001	-6.192417e-001	9.416330e-001	0	-5.308691e-001	8.997792e-001	-9.941612e-001	7.852005e-001	-3.366411e-001	-5.527273e+001	99	99	1
1	-8.413410e-001	4.156986e-001	1.418696e-001	-6.544254e-001	9.592984e-001	0	-5.405046e-001	9.095024e-001	-9.898854e-001	7.561265e-001	-2.823945e-001	-5.490909e+001	99	99	1
1	-8.350617e-001	3.946449e-001	1.759734e-001	-6.885464e-001	9.739589e-001	0	-5.501563e-001	9.188337e-001	-9.843949e-001	7.251923e-001	-2.267245e-001	-5.454545e+001	99	99	1
1	-8.286140e-001	3.731906e-001	2.101696e-001	-7.214924e-001	9.854794e-001	0	-5.598204e-001	9.277547e-001	-9.776649e-001	6.924224e-001	-1.697951e-001	-5.418182e+001	99	99	1
1	-8.219960e-001	3.513427e-001	2.444091e-001	-7.531506e-001	9.937326e-001	0	-5.694933e-001	9.362469e-001	-9.696722e-001	6.578482e-001	-1.117830e-001	-5.381818e+001	99	99	1
